# chunk 1 of 384
aardvark,2.1918854964100162e-8
aardvarks,8.434096127337815e-9
abaci,2.2117880238014532e-8
aback,6.094576879991891e-7
abacus,1.811439294595019e-7
abacuses,5.25144013434259e-9
abaft,9.445024971222315e-8
abalone,1.2030816658509366e-7
abalones,1.2921322165716066e-8
abandon,6.04473180110699e-6
abandoned,0.000012682849776943533
abandoning,1.8080906410499935e-6
abandons,5.54908291369798e-7
abase,6.372863519295018e-8
abased,8.150961995118449e-8
abasement,2.0792051478750793e-7
abases,1.3275493817924782e-8
abash,1.5343739789427032e-8
abashed,2.6801209516610163e-7
abashes,1.6426124789432315e-9
abashing,1.7140197017854575e-9
abasing,2.8384821789331228e-8
abate,5.94634776378832e-7
abated,7.727989002435496e-7
abatement,8.552108851290899e-7
abates,8.56040435539913e-8
abating,1.6692564001293415e-7
abattoir,7.925801691834219e-8
abattoirs,5.249658173104927e-8
abbess,2.4702787721224987e-7
abbesses,3.386825006490865e-8
abbey,1.3117566893335315e-6
abbeys,2.543301827416434e-7
abbot,1.3761079212918186e-6
abbots,3.75500640241696e-7
abbreviate,1.1925179868621593e-7
abdicate,3.2370262801293363e-7
abdicated,3.375575316680383e-7
abdomen,3.8098331081320873e-6
abduct,1.0588179388307302e-7
abducted,4.3532591076318204e-7
abducts,3.2986356719682446e-8
abeam,6.207895508531385e-8
aberrant,5.386182532830327e-7
abets,4.3504656562935954e-8
abetted,3.1828728672464466e-7
abetter,1.7060534141442664e-8
abetters,5.2454966875978175e-9
abetting,2.125479852864764e-7
abettor,5.3224905118938746e-8
abettors,1.1485143855868729e-7
abeyance,4.259811662230045e-7
abhor,3.7446717990836224e-7
abhorred,4.459132780487685e-7
abhors,1.8086657674946105e-7
abide,2.1853297593800884e-6
abided,8.722464415074331e-8
abides,3.403926498420166e-7
abiding,1.8109331340169765e-6
abilities,7.444984747326555e-6
ability,0.000042310970694118794
abject,9.363379220844633e-7
abjure,1.9003332259070928e-7
abjured,1.5078371911728325e-7
abjures,2.4215211594342495e-8
ablative,1.5362302862863055e-7
ablaze,3.5828982416272785e-7
abler,1.6822033915275031e-7
ablest,8.560938859529815e-7
abloom,1.3438280538695186e-8
abnegate,7.391372402732258e-9
abnegated,5.225391852568584e-9
abnegates,2.0803008654142566e-9
abnegating,1.6686012935084294e-8
abnormal,6.372297393325042e-6
aboard,3.859971823130212e-6
abode,2.4261046281049887e-6
abodes,3.3183931549534433e-7
abolish,1.8273381347959614e-6
abolition,3.7133495498285792e-6
abomination,4.68213467143135e-7
abort,3.844580865349271e-7
aborted,4.977697557719721e-7
abortion,4.678097820385762e-6
aborts,5.164670458504969e-8
abound,1.9485433604783595e-6
abounded,6.674941034407695e-7
abounds,9.350102138238418e-7
about,0.0005544397076335504
above,0.00013127188085120824
aboveboard,3.228542343447788e-8
abracadabra,2.0301923348350102e-8
abrade,2.916033549875654e-8
abraded,1.6390054381993352e-7
abrades,6.206461625987095e-9
abrading,3.991845910463799e-8
abrasion,6.250489312332594e-7
abrasions,1.7946926302842895e-7
abrasive,6.812235017032198e-7
abrasives,1.1927504085846707e-7
# chunk 2 of 384
abreast,1.0269368090789023e-6
abridge,2.522752596007194e-7
abridged,7.701390480206137e-7
abridging,1.2407524713410782e-7
abroad,0.000013754128611860739
abrogate,2.4897095506482455e-7
abrupt,2.601096430144852e-6
abrupter,1.0047025268844957e-9
abscess,2.0420845614527075e-6
abscessed,2.48434619265202e-8
abscesses,7.57327494488298e-7
abscissa,3.711776367185284e-7
abscissae,7.237958912936544e-8
abscissas,6.351398412868695e-8
abscond,5.83116290639379e-8
absconds,1.550388400623811e-8
absence,0.000028390335493483578
absences,5.571656800425246e-7
absent,0.000010535576711668218
absented,1.302983813992368e-7
absentee,5.398634548835962e-7
absentees,1.6188236130152923e-7
absents,3.16098588943365e-8
absinth,5.224356057046644e-9
absolve,3.608854299476557e-7
absolves,7.049137932801178e-8
absorb,3.694895028795849e-6
absorbed,9.209669144227406e-6
absorbs,1.0949877564301203e-6
abstain,1.1330824785400538e-6
abstaining,2.8344967851879297e-7
abstains,8.860056716160349e-8
abstinent,8.222112119735761e-8
abstract,0.000011895700509799351
abstracts,8.601279722632873e-7
abstruse,4.1476023929592235e-7
absurd,5.53095680961819e-6
absurder,2.11798175204778e-9
abundance,6.99129585621972e-6
abundant,8.0362140164198e-6
abuse,0.000013304117825146138
abused,3.07211166549222e-6
abuser,3.007608799653292e-7
abusers,4.5113358920197817e-7
abuses,3.0445836337536796e-6
abusing,6.941947227850094e-7
abusive,1.4140810542501367e-6
abutment,2.9155944770513127e-7
abuts,9.457661949812246e-8
abutted,6.765049472884715e-8
abutting,2.668005742334201e-7
abuzz,3.3350582226403825e-8
abysmal,2.0397010937549676e-7
abysmally,5.4093985966378916e-8
abyss,1.3598125586914556e-6
abysses,1.4272959381156504e-7
acacia,2.7041137788951325e-7
acacias,9.260617057235051e-8
academia,4.6065270754437443e-7
academic,0.000015122231381043284
academical,1.9342943760127145e-7
academician,1.1477900452978872e-7
academics,1.3838261420492907e-6
academies,7.530373041289628e-7
academy,1.871442761336996e-6
acanthi,1.0214833607405843e-9
acanthus,1.3334093475829015e-7
accede,5.576453874178548e-7
acceded,5.054173953050658e-7
accedes,4.924071123515156e-8
acceding,1.6316569549553008e-7
accelerate,1.5976193293362374e-6
accelerated,3.616355886753999e-6
accelerates,4.664944484862797e-7
accelerator,7.752336725505805e-7
accent,3.349119825526248e-6
accented,5.743644261325647e-7
accenting,6.482366921003506e-8
accents,1.2476719979084163e-6
accentuate,4.558484964376758e-7
accentuated,1.0511774620585795e-6
accentuates,2.0809893767564096e-7
accept,0.00003034361669857633
acceptable,0.000011499018269211457
acceptance,0.000014035334442038915
acceptances,2.467762104805095e-7
accepted,0.000034323525903590956
accepts,3.5994716139665114e-6
access,0.00003316756451024106
accessed,2.5483212674996427e-6
accesses,3.9511837801672265e-7
accessible,6.571008503961672e-6
accessing,1.083405857240384e-6
accession,3.057994342392567e-6
accessions,3.019180181172162e-7
accessories,1.518212092322994e-6
accessory,1.794813551529943e-6
accident,0.000012694459206662012
acclaim,6.613812379315003e-7
acclaimed,8.124420571337694e-7
# chunk 3 of 384
acclaiming,3.394843476264227e-8
acclaims,2.2761744514690822e-8
acclimate,3.9801813137661923e-8
accolade,1.1393044622148403e-7
